294250|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b597"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "ARISTOOUTLET" , "outlet_name" : "ARISTOOUTLET" , "outlet_mobile_number" : "" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294250}
294723|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b598"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "" , "csm_name" : "" , "outlet_code" : "MoboOut1212" , "outlet_name" : "MoboOutlet1212 Edit" , "outlet_mobile_number" : "6236278361283" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "MAGELANG" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294723}
294722|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b599"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "" , "csm_name" : "" , "outlet_code" : "MoboOut100" , "outlet_name" : "MoboOut100_edit" , "outlet_mobile_number" : "6231630816332" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "MAGELANG" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294722}
294244|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59a"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "Test0ut03" , "outlet_name" : "Test0ut03" , "outlet_mobile_number" : "6236756756566" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "canvsanjeev" , "cso_mobile_number" : "624319876022" , "outlet_org_id" : 294244}
294243|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59b"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "" , "csm_name" : "" , "outlet_code" : "TestOut002" , "outlet_name" : "TestOut002" , "outlet_mobile_number" : "" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "ASIA AFRIKA" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294243}
294724|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59c"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "MoboOut1313" , "outlet_name" : "OutletEdit1000" , "outlet_mobile_number" : "62328302830829" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294724}
294240|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59d"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "NKOUTLET" , "outlet_name" : "NKOUTLET" , "outlet_mobile_number" : "62340964664" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294240}
294744|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59e"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "RVOUT1" , "outlet_name" : "EDIT" , "outlet_mobile_number" : "62287346732832" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294744}
294749|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b59f"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "EDITOUTLET" , "outlet_name" : "Venkatesh" , "outlet_mobile_number" : "62657259834568" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294749}
294750|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b5a0"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "sam2" , "csm_name" : "" , "outlet_code" : "TestOutlet99" , "outlet_name" : "TestOutlet99" , "outlet_mobile_number" : "" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "New-KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294750}
294751|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b5a1"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "TestOut100" , "outlet_name" : "TestOut100" , "outlet_mobile_number" : "" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "" , "cso_mobile_number" : "" , "outlet_org_id" : 294751}
294760|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b5a2"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "17046645" , "outlet_name" : "Vineetha Test Mobo Outlet 6001" , "outlet_mobile_number" : "6285585888588" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "VcanNew" , "cso_mobile_number" : "62763732634732" , "outlet_org_id" : 294760}
294760|{ "_id" : { "$oid" : "5e33fc96e4b0132a0a87b5a3"} , "hor_name" : "" , "hos_name" : "" , "sam_name" : "RSAMONE" , "csm_name" : "" , "outlet_code" : "17046645" , "outlet_name" : "Vineetha Test Mobo Outlet 6001" , "outlet_mobile_number" : "6285585888588" , "region_name" : "Central and West Java" , "sub_area_name" : "CENTRAL JAVA1" , "sales_area_name" : "KUDUS" , "cso_code" : "VcanNew" , "cso_mobile_number" : "62763732634732" , "outlet_org_id" : 294760}
